ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0008202,steroid metabolic process,80/3235,329/18888,0.000522766,0.0045898,0.003325132,DGKQ/IDI1/PIAS4/AKR1C3/LPCAT3/ERRFI1/ADM/LDLR/FDFT1/SREBF1/ASAH1/DHRS2/APP/NR0B2/SNX17/EPHX2/YWHAH/CEBPA/AMACR/PPARD/GBA2/CBR1/APOL2/FGFR1/MED1/STARD3/PRKAA1/ACLY/SREBF2/STAT5B/G6PC1/TSPO/HMGCS1/APOC1/LSS/SCAP/NFE2L1/DHH/DHCR24/PCSK9/PRKAA2/IGFBP7/FECH/OSBP/RORA/SF1/SIRT1/CLN6/LRP5/SGPL1/DHCR7/AFP/FDXR/HMGCR/ERG28/TSKU/MBTPS1/SPP1/MVD/LGMN/IGF1R/ERLIN1/CHST10/ABCA1/ATP1A1/APOA5/INSIG2/NR5A1/SQLE/AKR1B1/EGR1/MECP2/INSIG1/MSMO1/FGFR4/SOAT1/PROX1/CYP27A1/LBR/ACBD3,80
GO:0110020,regulation of actomyosin structure organization,32/3235,105/18888,0.000529425,0.004641665,0.003362707,SERPINF2/PFN1/RAC1/ROCK2/DLC1/PPM1F/CDC42/STMN1/WASF2/TJP1/RHPN2/CLASP2/BAG4/SDC4/SMAD4/SMAD3/FHOD1/ARAP1/LIMK1/ACTG1/AKAP13/EVL/RHOC/MET/CLASP1/ABL1/CCN2/PFN2/F11R/ECT2/PAK2/PROX1,32
GO:0051651,maintenance of location in cell,59/3235,228/18888,0.000530839,0.004647475,0.003366915,SUN1/FKBP1A/RER1/PDPK1/VPS13D/CALR/TMSB4X/PRKACA/CHERP/GP1BB/SELENON/ITPR2/PTK2B/GOLPH3/SUN2/PLCG1/RANGAP1/TAF8/TSPO/CALM3/F2/FKRP/CALM2/KDELR1/BAX/FTL/ATP7B/ERO1A/CX3CL1/DDIT3/POLR2M/OS9/FTH1/PLCB3/ARL2/SIRT1/HEXA/HK2/GAA/IBTK/SRI/HSP90B1/TMEM38B/SLC8B1/INSIG2/GSN/SORL1/TMED2/NR5A1/HSPA5/CIZ1/SPOUT1/ABL1/DIAPH1/GM2A/FLNA/INSIG1/DBN1/HNRNPU,59
GO:0000281,mitotic cytokinesis,28/3235,88/18888,0.000537764,0.004701439,0.00340601,WNK1/ROCK2/CHMP1B/RHOB/PLK1/STMN1/POLDIP2/UNC119/SON/CHMP4B/PDCD6IP/CDCA8/NUSAP1/KLHDC8B/NUP62/SPTBN1/INCENP/CFL1/RTKN/EXOC7/BIRC5/RASA1/CHMP1A/LZTS2/RHOC/RAB35/ECT2/ARF1,28
GO:0035902,response to immobilization stress,Dec-35,26/18888,0.000559282,0.004875773,0.003532309,PTK2B/GPI/HDAC6/BRD1/PPP1R9B/MYRF/MDM2/FOXO4/FOXO3/LRP11/CERS2/SOD2,12
GO:1900078,positive regulation of cellular response to insulin stimulus,Dec-35,26/18888,0.000559282,0.004875773,0.003532309,CTSD/IGF2/SNX5/SRC/GNAI2/PTPN1/SIRT1/OSBPL8/SORL1/ZBTB7B/ADIPOR1/NUCKS1,12
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",17/3235,44/18888,0.000567407,0.004932692,0.003573544,RNPS1/UPF1/PNRC2/CASC3/CTIF/MAGOH/DCP1A/EIF4A3/PNRC1/SECISBP2/PABPC1/DCP2/UPF3B/RBM8A/SMG5/HNRNPAB/SMG7,17
GO:1901976,regulation of cell cycle checkpoint,17/3235,44/18888,0.000567407,0.004932692,0.003573544,TELO2/CCAR2/RPA2/CDCA8/MAD2L1BP/ZWINT/INCENP/FEM1B/CCNB1/RFWD3/BIRC5/CRY1/CUL4A/MAD2L1/DUSP1/TPR/PROX1,17
GO:0009135,purine nucleoside diphosphate metabolic process,33/3235,110/18888,0.000596799,0.005173657,0.003748114,PFKP/ZBTB7A/FOXK1/TPI1/ENO2/INSR/DHTKD1/PRKACA/APP/ALDOC/GIT1/IER3/GPI/EIF6/PRKAA1/EP300/STAT3/SLC4A1/PFKL/OGDH/FKRP/PRKAG1/GPD1/PRKAA2/ARL2/AK4/TJP2/PKM/DDIT4/HK2/FOXK2/CBFA2T3/PFKFB2,33
GO:0009179,purine ribonucleoside diphosphate metabolic process,33/3235,110/18888,0.000596799,0.005173657,0.003748114,PFKP/ZBTB7A/FOXK1/TPI1/ENO2/INSR/DHTKD1/PRKACA/APP/ALDOC/GIT1/IER3/GPI/EIF6/PRKAA1/EP300/STAT3/SLC4A1/PFKL/OGDH/FKRP/PRKAG1/GPD1/PRKAA2/ARL2/AK4/TJP2/PKM/DDIT4/HK2/FOXK2/CBFA2T3/PFKFB2,33
GO:0016601,Rac protein signal transduction,18/3235,48/18888,0.000601925,0.005201631,0.00376838,CRK/RHOG/RAC1/BRK1/CRKL/CYFIP1/ARHGAP17/KRAS/WASF2/NF1/GARRE1/KBTBD6/CADM4/LRP4/ARF6/RAC3/FARP1/PIK3CB,18
GO:1902459,positive regulation of stem cell population maintenance,18/3235,48/18888,0.000601925,0.005201631,0.00376838,SMARCA4/RBBP7/ARID1A/LBH/SINHCAF/RBBP4/BICRAL/SMARCC1/NCOA3/SMARCD1/DPF2/TET1/SIN3A/ESRRB/YAP1/PHF10/SAP30/ARID4B,18
GO:0006023,aminoglycan biosynthetic process,25/3235,76/18888,0.000602551,0.005201631,0.00376838,B3GALT6/HS3ST3B1/UGDH/ST3GAL3/EXT2/SLC35B2/B4GALT5/AP2A1/CLTC/B3GNT2/B3GAT3/B4GAT1/B3GNT9/ST3GAL2/HEXA/CHSY1/B4GALT4/B3GNT4/CHST15/ST3GAL4/CHST13/ST3GAL1/CHST2/NDST1/CHPF,25
GO:0006487,protein N-linked glycosylation,24/3235,72/18888,0.000619384,0.005332049,0.003862863,MPDU1/DDOST/STT3B/B4GALT1/RPN2/MGAT3/EXT2/TMEM258/GFPT1/MOGS/MAGT1/PGM3/MGAT4A/OSTC/MLEC/STT3A/UGGT1/RPN1/DOLPP1/ST3GAL1/MGAT5/MGAT4B/MGAT1/ST6GAL1,24
GO:0010569,regulation of double-strand break repair via homologous recombination,24/3235,72/18888,0.000619384,0.005332049,0.003862863,SMCHD1/PIAS4/SENP3/RMI2/MAD2L2/KLHL15/RPA2/MEAF6/SETD2/SPIDR/ACTR2/KAT5/PPP4R2/TERF2IP/MORF4L1/SHLD2/MORF4L2/ING3/RUVBL1/ABL1/UBQLN4/MRNIP/MAGEF1/PARP1,24
GO:0009416,response to light stimulus,78/3235,321/18888,0.000622605,0.005352326,0.003877553,NOC2L/STK11/UVSSA/CREBBP/BHLHE40/PCNA/TP53/MAP2K7/PER1/ID2/NR2F6/TMEM161A/COMT/CCAR2/KRAS/APP/SCARA3/UNC119/NSMCE3/AQP1/NF1/ITGB1/DYNLRB1/SLC1A2/MAPK14/CDKN1A/DDHD2/MAP4K3/ATF4/EIF2AK4/BMF/AKT2/PRKAA1/RBX1/EP300/B4GALT2/NMT1/ERCC2/ELK1/MSH6/CDC25A/MAPK8/BAX/TUBA1A/POLD1/BRSK1/FECH/DDB1/FEN1/BEST1/USP1/PCLAF/RELA/RBM4/PPP1CA/SIRT1/PIAS1/MDM2/CCND1/TAF1/HMGCR/REV1/YY1/MTA1/CRY1/CUL4A/KMT2A/ERCC3/MYC/PTPRK/UBE2B/MECP2/MAP3K4/NPM1/RGS14/CASP3/RO60/PARP1,78
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",19/3235,52/18888,0.000625176,0.005365122,0.003886823,BET1L/RER1/KIF1C/COPE/PITPNB/GOLPH3/TAPBP/COG3/KDELR1/ARF3/COPZ1/PLPP3/TMED10/BICD2/ZW10/ARF5/COPG2/ERGIC1/LMAN2,19
GO:0032465,regulation of cytokinesis,29/3235,93/18888,0.00062583,0.005365122,0.003886823,WNK1/CDC25B/KLHL21/PIN1/GIPC1/KIF13A/CDC42/PLK1/POLDIP2/GIT1/RAB11FIP4/BCL2L1/PDXP/CDCA8/CDC6/CALM3/SETD2/CALM2/NUP62/AURKA/INCENP/RAB11A/E2F7/BIRC5/PRC1/IGF1R/CETN2/PKP4/ECT2,29
GO:0046034,ATP metabolic process,57/3235,220/18888,0.000631843,0.005409175,0.003918737,SDHA/ANTKMT/NDUFS7/ATP6V0C/PFKP/ZBTB7A/FOXK1/NDUFA11/TPI1/ENO2/INSR/DHTKD1/TMSB4X/PRKACA/ATP6V1B2/APP/ALDOC/GIT1/IER3/HSPA1B/GPI/VCP/EIF6/PRKAA1/EP300/STAT3/TSPO/SLC4A1/PFKL/OGDH/FKRP/PRKAG1/PARG/GPD1/ATP5F1B/PRKAA2/ARL2/AK4/NDUFV1/PKM/DDIT4/HK2/NDUFC2/FOXK2/CBFA2T3/ATP5MJ/ATP6V1A/SLC25A25/ENPP1/NDUFC1/TAFAZZIN/NDUFS2/SDHC/ATP1B1/PFKFB2/PARP1/NDUFA10,57
GO:0010761,fibroblast migration,20/3235,56/18888,0.000638479,0.005450882,0.003948953,RAC1/ILK/TMEM201/RCC2/DMTN/AQP1/ITGB1/BAG4/THBS1/SDC4/MTA2/SGPL1/ZFAND5/NHERF1/PDLIM1/CORO1C/FER/PLEC/PIP5K1A/TNS1,20
GO:0045912,negative regulation of carbohydrate metabolic process,20/3235,56/18888,0.000638479,0.005450882,0.003948953,MIDN/TP53/USP7/PRKACA/FOXA2/GIT1/IER3/MTCL2/EP300/KAT2A/STAT3/SLC4A1/AP2A1/CLTC/DDIT4/CBFA2T3/CRY1/TCF7L2/ENPP1/CLK2,20
GO:0040014,regulation of multicellular organism growth,22/3235,64/18888,0.000640807,0.00545381,0.003951074,IGF2/ATRN/PEX5/AFG3L2/GDF15/APP/FOSL2/NIPBL/ZMPSTE24/GPAT4/STAT5B/STAT5A/STAT3/BBS2/PPIB/SGPL1/LGMN/PTCH1/CSF1/EZR/STC2/VIL1,22
GO:0048524,positive regulation of viral process,22/3235,64/18888,0.000640807,0.00545381,0.003951074,TBC1D20/TSG101/SRPK1/PPIE/TOP2A/DDX3X/STAU1/VAPB/DDB1/KPNA2/FURIN/PABPC1/ATG12/TMEM39A/VPS37B/RAB7A/TMEM250/NOTCH1/CD74/ADAR/LARP1/TRIM11,22
GO:0016051,carbohydrate biosynthetic process,54/3235,206/18888,0.000642211,0.00545381,0.003951074,DGKQ/STK11/IGF2/TPI1/ENO2/INSR/MPDU1/USP7/PRKACA/SLC25A1/SLC39A14/ALDOC/B4GALT1/GPI/MTCL2/ATF4/AKT2/FOXO1/EP300/KAT2A/G6PC1/ST3GAL3/EXT2/SORD/AP2A1/GPD1/ARPP19/PCK1/CLTC/DDB1/PPP1CA/SIRT1/ST3GAL2/ACADM/MDH2/SLC25A10/HS2ST1/RBP4/CHST10/CRY1/TCF7L2/SLC37A4/CHST15/ST3GAL4/CHST13/ST6GALNAC6/ENPP1/WDR5/AKR1B1/NDST1/P2RY1/CLK2/PARP1/ZNF692,54
GO:0006695,cholesterol biosynthetic process,21/3235,60/18888,0.000643234,0.00545381,0.003951074,IDI1/LPCAT3/FDFT1/SREBF1/PRKAA1/ACLY/SREBF2/HMGCS1/LSS/SCAP/DHCR24/PRKAA2/DHCR7/HMGCR/MBTPS1/MVD/ERLIN1/INSIG2/INSIG1/MSMO1/LBR,21
GO:1902653,secondary alcohol biosynthetic process,21/3235,60/18888,0.000643234,0.00545381,0.003951074,IDI1/LPCAT3/FDFT1/SREBF1/PRKAA1/ACLY/SREBF2/HMGCS1/LSS/SCAP/DHCR24/PRKAA2/DHCR7/HMGCR/MBTPS1/MVD/ERLIN1/INSIG2/INSIG1/MSMO1/LBR,21
GO:0022616,DNA strand elongation,15/3235,37/18888,0.000653476,0.005489391,0.003976851,PCNA/INO80E/RFC3/MCM4/LIG1/MCM3/NBN/YY1/POLE3/RUVBL1/NFRKB/POLE/RFC4/NUCKS1/INO80D,15
GO:0051084,'de novo' post-translational protein folding,15/3235,37/18888,0.000653476,0.005489391,0.003976851,GAK/HSPA13/DNAJB1/SDF2L1/HSPA1B/DNAJC7/ERO1A/DNAJB4/SELENOF/HSPA5/UGGT1/TOR1A/HSPA9/CD74/HSPE1,15
GO:1905898,positive regulation of response to endoplasmic reticulum stress,15/3235,37/18888,0.000653476,0.005489391,0.003976851,TMEM259/SGTA/WFS1/XBP1/RNF185/BAG6/SERINC3/BAX/PTPN1/HERPUD1/SIRT1/UBQLN1/BCL2L11/DAB2IP/NFE2L2,15
GO:0032785,"negative regulation of DNA-templated transcription, elongation",Nov-35,23/18888,0.000653647,0.005489391,0.003976851,AXIN1/NELFA/VHL/SUPT5H/HEXIM1/ZC3H4/WDR82/SUPT4H1/NELFB/PARP1/HNRNPU,11
GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,Nov-35,23/18888,0.000653647,0.005489391,0.003976851,CDKN1C/TFAP4/IPO7/CDKN1B/LATS2/PLK1/CDKN1A/HEXIM1/HHEX/NR2F2/IPO5,11
GO:0090042,tubulin deacetylation,Nov-35,23/18888,0.000653647,0.005489391,0.003976851,SIRT2/PRKAA1/EP300/KAT2A/HDAC6/PRKAA2/DR1/BEX4/WDR5/FLNA/YEATS2,11
GO:1904030,negative regulation of cyclin-dependent protein kinase activity,Nov-35,23/18888,0.000653647,0.005489391,0.003976851,CDKN1C/TFAP4/IPO7/CDKN1B/LATS2/PLK1/CDKN1A/HEXIM1/HHEX/NR2F2/IPO5,11
GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,31/3235,102/18888,0.000675811,0.005667828,0.004106122,AXIN1/TRIB3/DVL1/SGTA/FZR1/KEAP1/PLK1/PTK2B/LAPTM5/HECTD1/HSPA1B/CEBPA/VCP/CSNK1E/SIRT2/RBX1/SMAD7/AURKA/HERPUD1/AXIN2/PIAS1/MDM2/TAF1/CSNK1D/CBFA2T3/PSMD10/TRIB1/CSNK1A1/NFE2L2/MAGEF1/DNAJB2,31
GO:0002244,hematopoietic progenitor cell differentiation,38/3235,133/18888,0.000693127,0.005802688,0.004203822,TP53/DHTKD1/ARMC6/YTHDF2/SETD1A/ITCH/SOS1/MED1/ZFP36/RARA/TOP2A/SRF/ERCC2/TAL1/SPI1/PRKDC/HOXB3/HOXB4/LMBR1L/FST/NUDT21/DPF2/KAT5/SLC7A6OS/SIN3A/CDK6/CHD2/UFL1/GATA2/ABL1/FNIP1/NOTCH1/HSPA9/ADAR/PDCD2/PRRC2C/NFE2L2/XRCC5,38
GO:0051053,negative regulation of DNA metabolic process,40/3235,142/18888,0.000693769,0.005802688,0.004203822,SMCHD1/NUDT16L1/SENP3/TP53/CTC1/RMI2/MAD2L2/HNRNPC/KLHL15/AUNIP/CDKN1A/SRC/H1-0/PDS5A/CDC6/MSH6/TENT4B/HNRNPA1/OTUB1/KAT5/HMGA2/TERF2/TERF2IP/WAPL/SHLD2/CDT1/NBN/TNKS2/DCP2/NIBAN2/H1-10/ABL1/NDFIP1/FBXO5/UBQLN4/MAGEF1/BCL6/XRCC5/PARP1/HNRNPU,40
GO:0006898,receptor-mediated endocytosis,65/3235,259/18888,0.000696374,0.005816608,0.004213907,GAK/CD81/RAC1/RNASEK/INSR/DLG4/ADM/DNM2/LDLR/LRP6/SDC1/HSPG2/SNX17/UNC119/ANKRD13B/ITGB1/ITCH/AP2B1/PPT1/CCDC32/CEACAM1/VEGFA/B2M/APOC1/AP2S1/LMBR1L/AP2A1/ARF6/EPS15/DKK1/PCSK9/CD63/LRP1/SDCBP/CLTC/DNAJC6/GRK2/ANKRD13D/PPP3R1/CTTN/RAB21/NUMB/GRB2/SCARB2/HGS/HNRNPK/PICALM/CTSL/SERPINE1/AP1S1/APOA5/CBL/SORL1/GPR107/DNAJC13/PIK3CB/SCRIB/PI4KB/EZR/IGF2R/PDLIM7/CANX/AP2M1/TFRC/ARF1,65
GO:0033260,nuclear DNA replication,16/3235,41/18888,0.000719276,0.005985197,0.004336043,PCNA/UPF1/DONSON/FGFR1/ZMPSTE24/MCM4/LIG1/MCM3/RTF2/FEN1/TERF2/TK1/CDT1/MCM2/MCM6/BCL6,16
GO:0071634,regulation of transforming growth factor beta production,16/3235,41/18888,0.000719276,0.005985197,0.004336043,SERPINF2/LTBP1/THBS1/ATP6AP2/TSC22D1/CD2AP/SMAD4/CX3CL1/SMAD3/TSKU/BMPR1A/FURIN/LAPTM4B/CD46/FN1/AGT,16
GO:0006970,response to osmotic stress,26/3235,81/18888,0.000720431,0.005985197,0.004336043,WNK1/PDPK1/TP53/MAP2K7/PTK2B/AQP1/SLC12A6/OXSR1/DDX3X/SLC2A1/TSPO/BAX/ITGA2/PCK1/ZFP36L1/NFAT5/MICU1/LRRC8D/TSC22D4/HSP90AA1/LRRC8A/AKR1B1/ARHGEF2/CASP3/XRCC5/CAB39,26
GO:1904029,regulation of cyclin-dependent protein kinase activity,26/3235,81/18888,0.000720431,0.005985197,0.004336043,CDKN1C/PKMYT1/TFAP4/IPO7/CDKN1B/GTF2H1/LATS2/PLK1/MAPRE3/CCNY/CDKN1A/CDC6/CCND3/HEXIM1/CDC25A/CCNT1/CCNB1/CCND1/CCNI/HHEX/NR2F2/IPO5/PSMD10/PSRC1/CCNT2/PROX1,26
GO:0007272,ensheathment of neurons,43/3235,156/18888,0.000733096,0.006074087,0.00440044,SKI/ATRN/ILK/TNFRSF1B/AFG3L2/RAF1/PMP22/MAPK1/CYFIP1/MAPK3/NF1/PARD3/ZNF24/PPARD/SIRT2/SOS1/ERBB2/ORMDL3/AKT2/RARA/CTNNB1/CNTNAP1/ERCC2/TNFRSF21/DHH/DAG1/B4GALT5/NAB2/MYRF/MAP2K1/PPP3R1/HEXA/GRB2/CTSC/EIF2AK3/DICER1/ZPR1/NDRG1/ADGRG6/PLEC/NCSTN/QKI/DEGS1,43
GO:0008366,axon ensheathment,43/3235,156/18888,0.000733096,0.006074087,0.00440044,SKI/ATRN/ILK/TNFRSF1B/AFG3L2/RAF1/PMP22/MAPK1/CYFIP1/MAPK3/NF1/PARD3/ZNF24/PPARD/SIRT2/SOS1/ERBB2/ORMDL3/AKT2/RARA/CTNNB1/CNTNAP1/ERCC2/TNFRSF21/DHH/DAG1/B4GALT5/NAB2/MYRF/MAP2K1/PPP3R1/HEXA/GRB2/CTSC/EIF2AK3/DICER1/ZPR1/NDRG1/ADGRG6/PLEC/NCSTN/QKI/DEGS1,43
GO:0009185,ribonucleoside diphosphate metabolic process,35/3235,120/18888,0.00073507,0.006082286,0.00440638,PFKP/ZBTB7A/FOXK1/TPI1/ENO2/INSR/DHTKD1/PRKACA/APP/ALDOC/GIT1/IER3/GPI/EIF6/PRKAA1/EP300/STAT3/SLC4A1/PFKL/OGDH/FKRP/CMPK1/PRKAG1/GPD1/PRKAA2/ARL2/AK4/TJP2/PKM/DDIT4/HK2/FOXK2/CBFA2T3/RRM2B/PFKFB2,35
GO:0036498,IRE1-mediated unfolded protein response,Oct-35,20/18888,0.000743352,0.006101945,0.004420623,ERN2/XBP1/BAX/PTPN1/VAPB/UFL1/DNAJB9/BCL2L11/DAB2IP/HSPA5,10
GO:0071474,cellular hyperosmotic response,Oct-35,20/18888,0.000743352,0.006101945,0.004420623,WNK1/AQP1/OXSR1/SLC2A1/PCK1/NFAT5/MICU1/AKR1B1/ARHGEF2/XRCC5,10
GO:0006983,ER overload response,Jul-35,11/18888,0.000744356,0.006101945,0.004420623,WFS1/TP53/DDIT3/CCDC47/EIF2AK3/HSPA5/TMCO1,7
GO:0033148,positive regulation of intracellular estrogen receptor signaling pathway,Jul-35,11/18888,0.000744356,0.006101945,0.004420623,PAGR1/FOXA1/MED1/KMT2D/WBP2/YAP1/PARP1,7
GO:0034975,protein folding in endoplasmic reticulum,Jul-35,11/18888,0.000744356,0.006101945,0.004420623,CALR/PDIA3/ERO1A/DNAJC3/HSP90B1/HSPA5/CANX,7
GO:1904869,regulation of protein localization to Cajal body,Jul-35,11/18888,0.000744356,0.006101945,0.004420623,CCT5/CCT6A/CCT7/MEPCE/DKC1/CCT3/TCP1,7
GO:1904871,positive regulation of protein localization to Cajal body,Jul-35,11/18888,0.000744356,0.006101945,0.004420623,CCT5/CCT6A/CCT7/MEPCE/DKC1/CCT3/TCP1,7
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,25/3235,77/18888,0.000749053,0.006132316,0.004442625,AXIN1/TRIB3/DVL1/FZR1/KEAP1/PLK1/HECTD1/HSPA1B/CEBPA/VCP/CSNK1E/SIRT2/RBX1/SMAD7/AURKA/AXIN2/PIAS1/MDM2/TAF1/CSNK1D/CBFA2T3/PSMD10/TRIB1/CSNK1A1/DNAJB2,25
GO:0000380,"alternative mRNA splicing, via spliceosome",24/3235,73/18888,0.000774903,0.00632718,0.004583796,PTBP1/RNPS1/ZBTB7A/HNRNPM/SMU1/SFPQ/RBFOX2/THRAP3/DDX17/HNRNPL/HNRNPUL1/SRSF6/CELF1/RBM5/MAGOH/HNRNPA1/HNRNPUL2/RBM4/SRSF9/SFSWAP/PUF60/RBM8A/WTAP/HNRNPU,24
GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,24/3235,73/18888,0.000774903,0.00632718,0.004583796,ZBTB7A/KDM4C/PER1/CARM1/SMARCA4/KANK2/CALR/PAGR1/LBH/STRN3/SRC/FOXA1/MED1/EP300/HDAC6/KMT2D/SIRT1/WBP2/UFL1/YAP1/CRY1/NCOR2/CNOT9/PARP1,24
GO:0010508,positive regulation of autophagy,42/3235,152/18888,0.000795271,0.00648492,0.004698073,NPRL3/CSNK2A1/STK11/TSC2/VPS13D/SMCR8/PIP4K2A/BNIP3L/WAC/MAPK3/CCNY/PIP4K2B/SUPT5H/ORMDL3/FOXO1/PRKAA1/AMBRA1/ATG13/SETD2/CDK16/TMEM59/PRKAA2/PIP4K2C/ATG2A/KAT5/SIRT1/TRIM65/UFL1/TRIM8/FOXO3/PAFAH1B2/SLC25A5/SNX4/ULK1/BNIP3/GPSM1/PIK3CB/SCOC/LARP1/SQSTM1/RAB3GAP2/SH3BP4,42
GO:0098927,vesicle-mediated transport between endosomal compartments,18/3235,49/18888,0.000800783,0.006518724,0.004722563,WDR81/EMP2/MAPK1/MAPK3/SRC/HOOK3/PTPN23/RAB11A/MAP2K1/SNX12/RAB21/LMTK2/SORL1/RAB7A/DNAJC13/WDR91/FLNA/EZR,18
GO:0034644,cellular response to UV,28/3235,90/18888,0.000801526,0.006518724,0.004722563,NOC2L/STK11/CREBBP/PCNA/TP53/TMEM161A/NSMCE3/AQP1/MAPK14/CDKN1A/ATF4/EIF2AK4/BMF/RBX1/EP300/CDC25A/BAX/POLD1/DDB1/SIRT1/MDM2/TAF1/YY1/CUL4A/MYC/PTPRK/NPM1/PARP1,28
GO:0007000,nucleolus organization,Sep-35,17/18888,0.000810902,0.006560454,0.004752794,EMG1/RRN3/SIRT2/BAZ2A/SIRT1/USP36/PHF2/ACTR6/NOLC1,9
GO:0007549,sex-chromosome dosage compensation,Sep-35,17/18888,0.000810902,0.006560454,0.004752794,PCGF3/SMCHD1/CDYL/JARID2/SUZ12/PCGF5/LRIF1/MACROH2A1/HNRNPU,9
GO:0032926,negative regulation of activin receptor signaling pathway,Sep-35,17/18888,0.000810902,0.006560454,0.004752794,FKBP1A/SKI/NCLN/NOMO1/SMAD7/FST/LEMD3/IGSF1/ACVR1,9
GO:0097401,synaptic vesicle lumen acidification,Sep-35,17/18888,0.000810902,0.006560454,0.004752794,ATP6V1E1/ATP6V1B2/ATP6AP2/ATP6V0A1/ATP6V0D1/ATP6V1A/ATP6V1G1/ATP6AP1/CLCN3,9
GO:0002931,response to ischemia,22/3235,65/18888,0.000813985,0.006568199,0.004758406,TP53/ROCK2/MAP2K3/EEF2K/BCL2L2/PTK2B/AQP3/SOS1/PANX2/CX3CL1/RELA/HK2/PPIF/CIB1/CSF1/HYOU1/AIFM1/EGR1/PIK3CB/ARID1B/NFE2L2/SQSTM1,22
GO:0010812,negative regulation of cell-substrate adhesion,22/3235,65/18888,0.000813985,0.006568199,0.004758406,DUSP22/KANK1/JAG1/DLC1/RCC2/DMTN/MMP14/NF1/CLASP2/SRC/ACTN4/THBS1/CX3CL1/FZD4/RASA1/SERPINE1/MAP4K4/CORO1C/AP1AR/NOTCH1/SPRY4/BCL6,22
GO:0006000,fructose metabolic process,Aug-35,14/18888,0.000826399,0.006596957,0.00477924,PFKFB3/ALDOC/SORD/PFKFB4/GLYCTK/TKFC/AKR1B1/PFKFB2,8
GO:0006287,"base-excision repair, gap-filling",Aug-35,14/18888,0.000826399,0.006596957,0.00477924,PCNA/ADPRS/LIG1/PARG/POLD1/FEN1/NEIL1/POLE,8
GO:0008298,intracellular mRNA localization,Aug-35,14/18888,0.000826399,0.006596957,0.00477924,MEX3D/PUM2/ZFP36/CASC3/STAU1/ZFP36L1/FUBP3/QKI,8
GO:0032908,regulation of transforming growth factor beta1 production,Aug-35,14/18888,0.000826399,0.006596957,0.00477924,THBS1/ATP6AP2/CD2AP/CX3CL1/TSKU/FURIN/LAPTM4B/AGT,8
GO:0072683,T cell extravasation,Aug-35,14/18888,0.000826399,0.006596957,0.00477924,CRK/CD99/ICAM1/CRKL/FADD/MED23/CD99L2/F11R,8
GO:0098761,cellular response to interleukin-7,Aug-35,14/18888,0.000826399,0.006596957,0.00477924,GIPC1/CRKL/PDIA3/ATP5F1B/STIP1/BTK/RAD23B/HSPD1,8
GO:0034332,adherens junction organization,20/3235,57/18888,0.000827155,0.006596957,0.00477924,DSP/CDC42/CDH2/TJP1/SRC/ZNF703/CTNNB1/VEGFA/PTPN23/SMAD7/KIFC3/ADAM10/NUMB/VCL/CSK/FER/HIPK1/MTSS1/PLEC/PAK2,20
GO:0051058,negative regulation of small GTPase mediated signal transduction,20/3235,57/18888,0.000827155,0.006596957,0.00477924,KANK1/MFN2/DLC1/LZTR1/STMN1/PPP2CB/NF1/ITGB1/ARHGAP35/CD2AP/NUP62/RASA3/MET/DAB2IP/SPRY1/HEG1/CYRIB/SPRY4/ABL2/BCL6,20
GO:0051452,intracellular pH reduction,20/3235,57/18888,0.000827155,0.006596957,0.00477924,ATP6V0C/RNASEK/ATP6V1B2/UBE3A/SLC4A7/PPT1/ATP6AP2/ATP6V0A1/ATP6V0B/GRN/ATP6V0D1/CLN6/LAMP1/ATP6V1A/LAMP2/RAB7A/ATP6AP1/CLCN3/ATP6V0E1/TMEM9,20
GO:0006310,DNA recombination,81/3235,339/18888,0.000848409,0.006757751,0.004895728,TRIP13/TCF3/EME2/NSD2/SMCHD1/PIAS4/CHD4/SENP3/RMI2/MAD2L2/KLHL15/AUNIP/RPA2/SUPT6H/NSMCE3/PAGR1/INO80E/SFPQ/MCM5/NIPBL/MEAF6/H1-0/TOP2A/KLHDC3/ERCC2/RAD54L/SETD2/ZMYND8/SPIDR/PRKDC/MSH6/MCM4/MCM3/APEX2/STAT6/FEN1/ACTR2/KAT5/KPNA2/TERF2/PPP4R2/RFWD3/TERF2IP/MORF4L1/CENPX/SHLD2/NBN/UBE2N/SMARCAD1/YY1/SLF2/MORF4L2/UNG/RAD21/H2AX/ING3/TSN/MCM2/RUVBL1/HMCES/H1-10/NFRKB/ABL1/UBE2B/MCM6/HTATSF1/NDFIP1/HMGB3/POGZ/MND1/UBQLN4/HMGB2/MRNIP/MAGEF1/BCL6/TFRC/HSPD1/NUCKS1/INO80D/XRCC5/PARP1,81
GO:0051984,positive regulation of chromosome segregation,Dec-35,27/18888,0.000850815,0.006759493,0.00489699,RCC2/CDCA8/SIRT2/CDC6/MAD2L1BP/CDK1/INCENP/KAT5/CCNB1/BIRC5/NCAPG2/HNRNPU,12
