,chrom,start,end,strand,confidence_score,sample_or_tissue_used
12565,chr11,119308646,119308713,-,4.105895486,K562
12566,chr11,119336773,119336824,+,3.682185412,K562
27640,chr10,119377969,119378011,+,3.693916752,HepG2
4384,chr3,119437775,119437834,-,3.476468913,HepG2
12567,chr11,119661101,119661148,-,4.512902227,HepG2
12568,chr11,119661276,119661358,-,6.17462069,HepG2
19359,chr1,119912343,119912422,-,3.504713402,HepG2
19360,chr1,119912512,119912551,-,3.693916752,HepG2
30577,chr12,120095208,120095278,-,24.67651132,K562
30576,chr12,120095207,120095284,-,22.98349356,K562
30581,chr12,120095602,120095659,-,6.013129016,K562
30582,chr12,120096086,120096147,-,3.96221267,HepG2
30575,chr12,120095202,120095256,-,7.099652811,HepG2
30580,chr12,120095362,120095410,-,5.414279899,K562
30578,chr12,120095213,120095264,-,4.613129145,HepG2
30579,chr12,120095360,120095399,-,5.917793237,K562
30593,chr12,120117368,120117418,+,3.36069115,K562
30594,chr12,120127290,120127359,-,4.308259517,K562
13945,chrX,120438351,120438418,-,3.016910938,HepG2
13944,chrX,120436525,120436566,-,3.96221267,HepG2
30625,chr12,120700330,120700357,+,3.199661376,HepG2
30623,chr12,120699713,120699741,+,4.269339392,HepG2
30622,chr12,120698956,120699001,+,5.2156211,HepG2
30627,chr12,120701575,120701631,+,4.064158778,HepG2
30624,chr12,120700148,120700192,+,4.269339392,HepG2
30629,chr12,120722937,120722986,+,4.28721069,K562
30632,chr12,120739832,120739918,+,4.681982602,K562
30633,chr12,120763943,120764026,-,3.476468913,HepG2
9579,chr7,120975362,120975410,+,3.178734411,K562
9580,chr7,120975532,120975617,+,3.178734411,K562
12575,chr11,121630902,121630938,+,4.52966126,HepG2
12574,chr11,121630049,121630092,+,9.496359099,HepG2
12572,chr11,121629773,121629846,+,7.607901273,HepG2
12573,chr11,121629906,121629950,+,4.064158778,HepG2
4400,chr3,121749644,121749689,-,4.232507593,HepG2
6278,chr9,121757033,121757080,+,4.070298109,HepG2
30641,chr12,121801360,121801422,-,5.456039798,K562
30648,chr12,122021998,122022076,+,7.134226259,HepG2
30897,chr12,122021966,122022072,+,18.30995462,K562
30655,chr12,122146756,122146801,+,3.36069115,K562
30654,chr12,122145457,122145504,+,3.682185412,K562
6291,chr9,122395154,122395255,+,5.03695252,K562
26285,chr6,122443393,122443440,-,5.567766748,HepG2
26289,chr6,122444917,122444939,-,3.545634347,K562
26287,chr6,122444785,122444818,-,4.545455288,HepG2
26286,chr6,122443407,122443438,-,3.882310524,HepG2
26288,chr6,122444897,122444948,-,4.619541281,K562
30668,chr12,122504910,122504953,-,3.199661376,HepG2
6292,chr9,122818455,122818560,-,4.681982602,K562
6293,chr9,122819540,122819640,-,6.013129016,K562
15459,chr8,122973483,122973518,+,3.511542639,HepG2
15458,chr8,122973388,122973424,+,3.199661376,HepG2
15460,chr8,123013823,123013883,-,6.45759775,K562
6301,chr9,123104255,123104316,+,4.739795003,HepG2
27588,chr10,123162255,123162326,+,4.064158778,HepG2
15485,chr8,123252998,123253098,-,5.37656421,K562
15487,chr8,123328220,123328305,-,4.661830076,K562
15486,chr8,123328213,123328275,-,3.016910938,HepG2
28526,chr4,123398254,123398307,+,5.098853371,HepG2
4426,chr3,123491589,123491699,-,7.013993118,HepG2
4427,chr3,123494287,123494328,-,3.96221267,HepG2
30740,chr12,123597617,123597646,+,5.018185287,HepG2
30741,chr12,123597753,123597823,+,8.693372135,HepG2
30739,chr12,123597609,123597617,+,5.018185287,HepG2
6304,chr9,124517361,124517436,-,4.619541281,K562
4433,chr3,124763093,124763157,-,9.718414452,HepG2
4434,chr3,124763289,124763338,-,5.018185287,HepG2
4435,chr3,124966128,124966168,-,3.693916752,HepG2
15504,chr8,125438067,125438132,+,5.567766748,HepG2
15505,chr8,125438082,125438212,+,6.062685662,HepG2
4438,chr3,125446751,125446941,-,7.092832084,K562
12580,chr11,125578948,125578958,+,3.178734411,K562
12598,chr11,125618388,125618415,+,3.199661376,HepG2
12602,chr11,125626782,125626827,+,4.232507593,HepG2
12603,chr11,125960956,125960998,-,4.070298109,HepG2
12610,chr11,126263065,126263165,-,21.97980451,K562
12611,chr11,126270130,126270171,+,3.199661376,HepG2
4439,chr3,126542673,126542735,+,9.618854944,HepG2
4440,chr3,126543105,126543146,+,3.882310524,HepG2
5478,chr3,126542537,126542590,+,7.844575898,HepG2
4441,chr3,127035671,127035744,+,7.725388919,K562
4463,chr3,127622302,127622349,+,3.882310524,HepG2
15507,chr8,127736258,127736334,+,10.35240101,HepG2
15508,chr8,127736468,127736523,+,9.415103656,HepG2
15506,chr8,127736241,127736320,+,16.30059592,HepG2
15509,chr8,127740483,127740519,+,7.18917782,HepG2
15510,chr8,127740654,127740684,+,5.997923831,HepG2
6356,chr9,127789646,127789696,+,6.564171554,K562
26313,chr6,127968910,127968958,-,4.007253545,HepG2
36755,chr2,128192495,128192538,+,5.529101386,HepG2
36754,chr2,128191909,128191961,+,3.96221267,HepG2
6422,chr9,128223400,128223468,+,4.619541281,K562
6523,chr9,128257497,128257524,-,5.572357631,K562
6524,chr9,128258105,128258166,-,7.148528716,K562
6525,chr9,128259382,128259391,-,5.229321962,K562
36758,chr2,128266665,128266705,-,5.2156211,HepG2
36757,chr2,128265819,128265875,-,4.01631793,HepG2
36756,chr2,128265499,128265544,-,4.739795003,HepG2
4594,chr3,128497198,128497253,+,7.092832084,K562
4593,chr3,128497067,128497104,+,5.075872175,K562
4595,chr3,128497218,128497245,+,4.308259517,K562
6565,chr9,129003316,129003346,+,4.105895486,K562
7226,chr9,129009225,129009266,-,4.017282261,K562
34449,chr5,129113941,129113988,+,3.915254684,K562
9646,chr7,129169230,129169237,+,3.693916752,HepG2
9647,chr7,129169237,129169260,+,3.199661376,HepG2
4677,chr3,129272271,129272320,+,3.016910938,HepG2
26316,chr6,129578256,129578305,-,3.693916752,HepG2
26315,chr6,129577230,129577299,-,6.29980467,HepG2
6661,chr9,129637861,129637930,-,3.36069115,K562
9656,chr7,130116444,130116463,+,3.178734411,K562
9657,chr7,130135249,130135306,+,4.396348092,K562
37919,chr2,130182388,130182449,+,6.677211532,K562
6676,chr9,130233809,130233856,+,3.36069115,K562
9677,chr7,130506537,130506571,-,3.610284393,K562
36811,chr2,131299445,131299541,+,4.907220775,K562
6786,chr9,131505771,131505808,+,3.96221267,HepG2
30795,chr12,131923064,131923117,+,4.628865613,K562
30794,chr12,131922855,131922933,+,4.105895486,K562
30796,chr12,131923074,131923120,+,3.178734411,K562
30907,chr12,131929292,131929340,+,4.619541281,K562
26334,chr6,131948476,131948524,-,84.56680641,HepG2
26333,chr6,131948438,131948476,-,51.95522513,HepG2
26336,chr6,131948564,131948580,-,34.2396303,HepG2
26335,chr6,131948524,131948564,-,400.0,HepG2
26332,chr6,131948387,131948438,-,76.15089398,HepG2
26337,chr6,131948580,131948596,-,28.83117854,HepG2
26683,chr6,131950073,131950110,-,32.37243957,HepG2
27613,chr10,131968186,131968209,-,3.511542639,HepG2
27612,chr10,131967813,131967911,-,12.51980615,HepG2
27611,chr10,131967762,131967839,-,4.639920509,HepG2
34460,chr5,132195411,132195463,-,3.504713402,HepG2
30797,chr12,132510606,132510656,+,4.28721069,K562
30798,chr12,132511055,132511101,+,3.189448735,HepG2
30799,chr12,132565905,132565994,+,4.661830076,K562
34476,chr5,133106148,133106215,+,6.180812464,K562
27616,chr10,133296197,133296204,-,3.693916752,HepG2
27617,chr10,133296204,133296231,-,3.199661376,HepG2
27618,chr10,133311772,133311831,+,3.266697184,K562
6850,chr9,133331585,133331625,-,3.36069115,K562
34480,chr5,133956757,133956841,-,7.013993118,HepG2
34477,chr5,133955632,133955746,-,10.70803208,HepG2
34479,chr5,133955746,133955794,-,4.640911235,HepG2
34478,chr5,133955714,133955789,-,5.779849793,HepG2
6875,chr9,134158927,134158969,+,7.013993118,HepG2
6872,chr9,134158763,134158804,+,4.227194163,K562
6874,chr9,134158872,134158978,+,17.52889907,K562
6873,chr9,134158869,134158929,+,4.996705807,K562
14041,chrX,134377704,134377737,+,3.266697184,K562
34500,chr5,134727700,134727748,+,6.830188658,K562
34511,chr5,135028402,135028491,-,9.803185421,K562
34512,chr5,135028431,135028476,-,4.017282261,K562
9688,chr7,135674246,135674281,+,4.512902227,HepG2
36836,chr2,135840621,135840703,-,4.308259517,K562
9689,chr7,135927983,135928025,-,3.693916752,HepG2
6904,chr9,135933066,135933198,-,24.7720876,K562
6905,chr9,135933104,135933160,-,15.06689757,K562
4757,chr3,136149525,136149591,-,6.677211532,K562
6917,chr9,136207277,136207333,-,10.43135036,K562
6920,chr9,136208348,136208381,-,3.189448735,HepG2
6916,chr9,136207190,136207224,-,3.693916752,HepG2
6919,chr9,136208104,136208136,-,3.504713402,HepG2
6918,chr9,136207294,136207397,-,19.85642317,K562
6922,chr9,136341570,136341621,+,3.424169967,K562
6921,chr9,136341350,136341437,+,5.347881548,K562
7127,chr9,136662996,136663032,+,12.21798628,K562
7128,chr9,136669926,136669986,+,24.88094216,K562
7129,chr9,136670190,136670225,+,12.02589378,K562
7130,chr9,136670277,136670325,+,16.71579493,K562
7131,chr9,136670972,136671010,+,14.784336,K562
7132,chr9,136671933,136671942,+,11.92252308,K562
7237,chr9,136886686,136886754,+,3.545634347,K562
7158,chr9,136926171,136926219,+,3.991571025,K562
7159,chr9,137012851,137012892,-,4.512902227,HepG2
7160,chr9,137062958,137062997,-,3.199661376,HepG2
7186,chr9,137204709,137204758,-,4.017282261,K562
7187,chr9,137241931,137242019,+,7.056417101,HepG2
7188,chr9,137242581,137242674,+,15.0074995,HepG2
7196,chr9,137273337,137273399,+,9.48168733,K562
7194,chr9,137273220,137273300,+,11.31802723,K562
7192,chr9,137273212,137273289,+,6.327809749,HepG2
7195,chr9,137273222,137273319,+,7.840583212,K562
7193,chr9,137273220,137273282,+,3.476468913,HepG2
7197,chr9,137280129,137280210,+,4.739795003,HepG2
7199,chr9,137281736,137281785,+,3.178734411,K562
7198,chr9,137281499,137281601,+,4.661830076,K562
7200,chr9,137300898,137300983,-,3.805119784,K562
7201,chr9,137582131,137582281,-,20.65390142,K562
7202,chr9,137582147,137582286,-,13.37415273,K562
34532,chr5,137752464,137752475,-,3.882310524,HepG2
34538,chr5,137752779,137752833,-,18.33977981,K562
34537,chr5,137752755,137752775,-,25.05198826,K562
34536,chr5,137752707,137752780,-,62.16185642,HepG2
34533,chr5,137752660,137752773,-,400.0,K562
34534,chr5,137752666,137752755,-,76.363783,K562
34535,chr5,137752693,137752765,-,23.54333037,HepG2
34539,chr5,137752786,137752833,-,15.4849131,K562
26345,chr6,137867401,137867437,+,3.511542639,HepG2
9693,chr7,137878187,137878203,-,3.504713402,HepG2
9692,chr7,137876243,137876269,-,4.512902227,HepG2
9695,chr7,137878698,137878782,-,9.415103656,HepG2
9694,chr7,137878491,137878550,-,5.644602698,HepG2
36837,chr2,138016202,138016231,+,3.199661376,HepG2
26383,chr6,138091273,138091342,-,7.014470242,HepG2
26382,chr6,138091236,138091287,-,5.640136071,HepG2
34558,chr5,138347384,138347451,+,7.958015499,K562
34559,chr5,138349334,138349383,+,4.105895486,K562
34560,chr5,138469079,138469246,+,18.27282488,K562
9706,chr7,139359959,139360016,+,7.958015499,K562
9732,chr7,139566835,139566873,-,4.007253545,HepG2
9733,chr7,139572361,139572391,-,4.007253545,HepG2
9734,chr7,139572441,139572473,-,3.536314955,HepG2
9730,chr7,139564028,139564067,-,3.016910938,HepG2
9729,chr7,139561725,139561786,-,10.69283098,HepG2
9731,chr7,139565352,139565388,-,3.189448735,HepG2
9735,chr7,139572547,139572599,-,3.424169967,K562
9728,chr7,139561655,139561696,-,4.070298109,HepG2
15553,chr8,140527253,140527302,-,4.105895486,K562
34635,chr5,140706274,140706360,+,5.967101334,HepG2
4790,chr3,141260182,141260227,+,3.199661376,HepG2
34640,chr5,141318935,141318957,-,3.915254684,K562
14096,chrX,142202481,142202509,-,3.682185412,K562
14097,chrX,142202732,142202857,-,42.39184852,K562
14095,chrX,142202446,142202517,-,12.63344631,K562
4796,chr3,143122809,143122902,+,5.582216856,K562
15573,chr8,143262278,143262332,+,3.199661376,HepG2
9757,chr7,143382385,143382445,+,3.805119784,K562
26424,chr6,143495516,143495561,-,3.199661376,HepG2
15585,chr8,143696256,143696324,+,4.070298109,HepG2
15584,chr8,143696253,143696331,+,11.18012481,K562
15583,chr8,143696221,143696336,+,6.936192442,K562
15605,chr8,143816776,143816810,-,3.36069115,K562
15604,chr8,143816665,143816788,-,6.466272034,K562
15679,chr8,144078741,144078818,+,6.013129016,K562
26425,chr6,144095074,144095116,-,3.55428109,HepG2
15794,chr8,144466136,144466231,+,3.805119784,K562
15799,chr8,144516324,144516374,-,3.55428109,HepG2
15800,chr8,144527343,144527406,-,3.36069115,K562
19369,chr1,145992616,145992655,-,24.77505278,K562
19373,chr1,145992993,145993030,-,14.44339601,HepG2
19365,chr1,145992467,145992524,-,53.48672912,K562
19367,chr1,145992564,145992593,-,10.88578947,K562
19372,chr1,145992839,145992895,-,18.11776015,HepG2
19375,chr1,145993449,145993458,-,7.127411047,HepG2
19374,chr1,145993336,145993400,-,7.32713412,HepG2
19368,chr1,145992580,145992605,-,4.269339392,HepG2
19366,chr1,145992524,145992540,-,25.32708976,K562
19376,chr1,145993676,145993677,-,5.567766748,HepG2
19370,chr1,145992670,145992750,-,37.09177242,HepG2
19371,chr1,145992794,145992828,-,13.94749844,HepG2
9775,chr7,149225899,149225969,+,3.536314955,HepG2
4797,chr3,149371692,149371733,-,16.30469348,HepG2
4799,chr3,149375442,149375553,-,38.35805021,HepG2
26429,chr6,149378736,149378793,+,3.96221267,HepG2
26428,chr6,149378204,149378269,+,3.545634347,K562
9776,chr7,149431737,149431777,-,3.693916752,HepG2
26430,chr6,149717852,149717934,-,4.613129145,HepG2
26431,chr6,149717982,149718055,-,3.476468913,HepG2
26432,chr6,149724421,149724493,-,3.504713402,HepG2
9790,chr7,149881992,149882032,+,4.512902227,HepG2
19377,chr1,149884635,149884698,-,18.03093838,K562
19378,chr1,149885289,149885356,-,22.56239211,K562
19379,chr1,149885491,149885540,-,12.10806133,K562
19380,chr1,149923490,149923535,-,3.199661376,HepG2
19381,chr1,149943413,149943504,-,3.805119784,K562
26445,chr6,150249789,150249837,+,7.197653256,K562
26446,chr6,150249955,150249994,+,4.227194163,K562
19403,chr1,150266190,150266254,-,4.999219406,HepG2
34727,chr5,150297070,150297148,-,5.340467232,HepG2
9793,chr7,150323460,150323559,+,7.65680713,HepG2
9792,chr7,150323401,150323444,+,3.540116796,K562
9794,chr7,150323488,150323556,+,7.134226259,HepG2
9791,chr7,150323360,150323423,+,3.536314955,HepG2
9798,chr7,150332337,150332412,+,9.230637446,K562
9799,chr7,150332438,150332486,+,9.018480385,K562
9796,chr7,150331486,150331558,+,15.34843126,K562
9795,chr7,150329086,150329116,+,3.36069115,K562
9797,chr7,150332314,150332381,+,15.91335548,K562
9824,chr7,150372388,150372439,+,4.367798095,K562
9840,chr7,150398433,150398504,+,3.991571025,K562
19405,chr1,150472771,150472845,+,5.529101386,HepG2
19404,chr1,150471893,150471943,+,3.189448735,HepG2
34749,chr5,150554500,150554549,+,3.189448735,HepG2
34750,chr5,150555495,150555542,+,4.739795003,HepG2
34751,chr5,150558042,150558116,+,6.678022116,HepG2
34747,chr5,150554392,150554461,+,4.619541281,K562
34748,chr5,150554393,150554482,+,4.308259517,K562
34753,chr5,150558064,150558143,+,12.83154377,K562
34752,chr5,150558058,150558143,+,8.190211079,HepG2
34754,chr5,150558068,150558145,+,23.40560016,K562
34746,chr5,150553887,150553929,+,3.199661376,HepG2
34757,chr5,150691366,150691418,-,5.572357631,K562
34755,chr5,150691262,150691318,-,3.540116796,K562
34756,chr5,150691324,150691366,-,3.610284393,K562
4823,chr3,150742010,150742059,-,4.661193622,K562
14101,chrX,150988355,150988449,+,5.779849793,HepG2
9841,chr7,151059642,151059710,+,5.644602698,HepG2
34763,chr5,151268004,151268057,+,3.189448735,HepG2
34764,chr5,151268960,151269040,+,3.915254684,K562
19524,chr1,151288634,151288687,+,4.545455288,HepG2
9878,chr7,152122188,152122268,+,5.419897543,K562
9877,chr7,152122185,152122264,+,4.782928436,K562
9887,chr7,152435819,152435903,-,5.456039798,K562
9888,chr7,152464495,152464543,+,3.991571025,K562
14106,chrX,152827521,152827573,-,4.512902227,HepG2
4914,chr3,152841271,152841362,+,23.03678847,K562
4913,chr3,152840840,152840895,+,6.45759775,K562
4912,chr3,152840835,152840927,+,7.88849318,K562
4915,chr3,152841340,152841399,+,6.819218875,K562
14107,chrX,153346819,153346845,+,3.693916752,HepG2
19565,chr1,153643300,153643369,+,8.307565636,K562
14125,chrX,153696112,153696183,+,400.0,K562
14126,chrX,153696183,153696243,+,400.0,K562
14127,chrX,153696194,153696257,+,32.03542455,K562
14124,chrX,153696003,153696056,+,13.80112307,HepG2
14123,chrX,153695742,153695774,+,7.014470242,HepG2
14122,chrX,153695730,153695769,+,19.19722627,K562
14128,chrX,153696261,153696280,+,16.7625568,K562
19568,chr1,153806555,153806627,-,4.017282261,K562
19569,chr1,153929646,153929704,-,4.734599103,K562
19573,chr1,153930013,153930041,-,3.424169967,K562
19572,chr1,153929761,153929796,-,3.693916752,HepG2
19570,chr1,153929682,153929752,-,8.992954572,K562
19571,chr1,153929752,153929800,-,6.793337622,K562
19591,chr1,153977197,153977244,-,3.540116796,K562
14166,chrX,154032403,154032489,-,5.018019887,K562
14369,chrX,154477859,154477923,-,7.087014108,K562
14370,chrX,154484524,154484582,-,5.229321962,K562
28597,chr4,154540799,154540886,-,5.018019887,K562
19637,chr1,154550321,154550353,-,3.55428109,HepG2
28604,chr4,154585322,154585404,-,63.48409968,HepG2
28603,chr4,154585321,154585398,-,400.0,HepG2
34817,chr5,154793799,154793843,+,4.584678521,HepG2
34894,chr5,154887623,154887649,-,3.693916752,HepG2
19667,chr1,154957161,154957205,-,3.511542639,HepG2
19666,chr1,154957129,154957215,-,10.61946316,K562
19668,chr1,154957170,154957207,-,4.269339392,HepG2
19683,chr1,155002900,155002937,+,3.178734411,K562
21001,chr1,155002841,155002868,+,3.610284393,K562
19684,chr1,155014689,155014733,+,3.504713402,HepG2
19769,chr1,155481583,155481636,-,4.070298109,HepG2
19788,chr1,156036249,156036282,-,3.178734411,K562
19787,chr1,156036233,156036266,-,3.36069115,K562
19789,chr1,156036342,156036415,-,6.099840782,K562
19790,chr1,156036384,156036431,-,4.105895486,K562
19847,chr1,156249273,156249308,-,3.991571025,K562
19848,chr1,156249370,156249443,-,7.72283998,K562
19849,chr1,156249484,156249537,-,3.96221267,HepG2
19869,chr1,156668993,156669038,-,3.693916752,HepG2
19873,chr1,156935103,156935166,-,6.17462069,HepG2
19874,chr1,157122278,157122346,-,3.178734411,K562
9893,chr7,157269175,157269278,+,4.227194163,K562
26481,chr6,157292621,157292806,-,9.128818339,K562
34895,chr5,157756679,157756725,+,3.693916752,HepG2
26484,chr6,158511075,158511143,+,5.340467232,HepG2
28614,chr4,158907750,158907810,+,3.504713402,HepG2
36884,chr2,159729033,159729103,+,5.059304654,HepG2
26495,chr6,159785484,159785496,-,3.693916752,HepG2
26496,chr6,159785899,159785923,-,3.693916752,HepG2
36885,chr2,160274177,160274250,-,4.594322111,HepG2
5483,chr3,160565394,160565460,-,5.858969044,K562
20079,chr1,161041684,161041727,-,4.739795003,HepG2
4943,chr3,161252174,161252270,+,4.996705807,K562
28627,chr4,165497750,165497773,+,5.32198595,HepG2
28630,chr4,165498084,165498124,+,5.957249309,HepG2
28631,chr4,165498155,165498269,+,24.86509012,HepG2
28628,chr4,165497849,165497903,+,10.05740666,HepG2
28629,chr4,165497861,165497908,+,12.82509424,HepG2
28632,chr4,165498183,165498283,+,29.08846421,HepG2
20189,chr1,165662333,165662447,-,6.936192442,K562
20204,chr1,166857354,166857441,-,6.172975844,K562
20205,chr1,166857382,166857477,-,4.619541281,K562
26685,chr6,167023141,167023203,+,4.937746775,HepG2
4947,chr3,168008723,168008775,-,7.134226259,HepG2
4949,chr3,168009295,168009422,-,7.722436624,K562
4948,chr3,168008725,168008775,-,5.03695252,K562
4950,chr3,168009313,168009365,-,8.608905681,K562
20208,chr1,168243242,168243272,+,3.693916752,HepG2
20209,chr1,168252558,168252675,+,7.947077623,HepG2
34922,chr5,168554986,168555030,-,3.016910938,HepG2
34921,chr5,168553356,168553390,-,3.016910938,HepG2
34917,chr5,168548574,168548622,-,6.17462069,HepG2
34919,chr5,168551346,168551387,-,3.189448735,HepG2
34918,chr5,168548794,168548859,-,6.099840782,K562
34920,chr5,168553323,168553366,-,3.693916752,HepG2
26646,chr6,169707569,169707733,-,15.34843126,K562
26645,chr6,169707511,169707585,-,9.471327498,K562
26644,chr6,169707288,169707315,-,12.85545693,K562
36910,chr2,169751083,169751127,+,3.540116796,K562
36911,chr2,169805476,169805576,+,5.059304654,HepG2
4955,chr3,169993914,169993969,+,3.504713402,HepG2
26647,chr6,170535135,170535197,-,5.419897543,K562
26648,chr6,170535149,170535215,-,5.266761796,K562
36934,chr2,170716437,170716453,+,11.65635315,HepG2
36933,chr2,170716334,170716378,+,34.27970009,HepG2
36932,chr2,170716306,170716332,+,11.37554257,HepG2
36935,chr2,170717608,170717657,+,33.50370705,HepG2
37927,chr2,170717401,170717477,+,37.04963515,HepG2
36938,chr2,170717775,170717817,+,17.49649531,HepG2
36937,chr2,170717775,170717812,+,29.85826811,HepG2
36936,chr2,170717609,170717653,+,56.82139711,HepG2
35283,chr5,171388612,171388653,+,3.540116796,K562
35282,chr5,171388601,171388651,+,6.466272034,K562
36954,chr2,172606117,172606156,+,3.199661376,HepG2
34949,chr5,172768546,172768618,-,4.661193622,K562
34969,chr5,173316049,173316097,-,3.693916752,HepG2
34970,chr5,173317179,173317218,-,4.639920509,HepG2
28685,chr4,173377427,173377499,+,7.319237384,K562
20302,chr1,173485424,173485458,+,6.247436853,K562
36978,chr2,175937380,175937420,-,3.96221267,HepG2
28686,chr4,176332070,176332137,+,5.2156211,HepG2
34986,chr5,176389587,176389683,+,8.307565636,K562
34989,chr5,176527704,176527744,-,4.734599103,K562
34991,chr5,176528020,176528085,-,9.3734449,HepG2
34988,chr5,176526843,176526898,-,4.734599103,K562
34990,chr5,176528020,176528052,-,3.266697184,K562
34992,chr5,176528441,176528465,-,3.476468913,HepG2
34987,chr5,176526778,176526834,-,7.553343713,K562
34993,chr5,176647523,176647599,+,3.424169967,K562
37019,chr2,177232391,177232494,-,5.591824335,HepG2
37929,chr2,177264311,177264364,-,4.782928436,K562
35031,chr5,177332843,177332897,-,3.36069115,K562
35032,chr5,177332982,177333048,-,3.36069115,K562
35049,chr5,177440957,177440997,+,3.36069115,K562
35066,chr5,177490304,177490335,-,3.36069115,K562
35072,chr5,177595730,177595758,+,47.89462609,K562
35081,chr5,177595895,177595974,+,63.53568933,HepG2
35071,chr5,177595726,177595753,+,79.25216886,K562
35082,chr5,177595895,177595994,+,400.0,K562
35075,chr5,177595758,177595786,+,66.48186788,K562
35085,chr5,177595994,177596054,+,29.50641649,K562
35084,chr5,177595977,177596039,+,45.28890171,K562
35077,chr5,177595784,177595845,+,56.97781916,HepG2
35076,chr5,177595782,177595848,+,82.75793089,K562
35078,chr5,177595786,177595844,+,50.99344839,K562
35079,chr5,177595786,177595847,+,32.73247628,HepG2
35083,chr5,177595899,177596026,+,400.0,HepG2
35074,chr5,177595753,177595782,+,400.0,K562
35073,chr5,177595733,177595784,+,38.89187491,HepG2
35080,chr5,177595890,177595977,+,400.0,K562
35086,chr5,178122134,178122196,+,3.545634347,K562
20307,chr1,179095851,179095958,+,9.018480385,K562
35209,chr5,179776874,179776930,+,4.545455288,HepG2
20322,chr1,179864561,179864610,-,4.269339392,HepG2
35240,chr5,181061337,181061419,+,4.367798095,K562
20347,chr1,181090761,181090824,+,5.845397111,K562
20344,chr1,181090199,181090318,+,9.662061781,K562
20346,chr1,181090676,181090718,+,3.540116796,K562
20345,chr1,181090461,181090514,+,4.227194163,K562
35241,chr5,181223707,181223779,+,5.287361324,K562
20353,chr1,183114566,183114627,+,3.016910938,HepG2
20356,chr1,183145468,183145514,+,3.96221267,HepG2
20355,chr1,183144425,183144540,+,10.41541483,HepG2
20354,chr1,183144390,183144478,+,6.193822605,HepG2
4995,chr3,184171584,184171653,+,4.594322111,HepG2
5055,chr3,184259482,184259525,+,3.693916752,HepG2
5221,chr3,184710507,184710556,-,4.619541281,K562
5220,chr3,184710410,184710439,-,4.512902227,HepG2
5219,chr3,184710396,184710438,-,5.271256259,K562
5222,chr3,184710547,184710629,-,8.307859361,K562
5223,chr3,184710629,184710687,-,8.971096647,K562
5225,chr3,184710759,184710800,-,3.610284393,K562
5224,chr3,184710756,184710803,-,4.017282261,K562
20388,chr1,185119095,185119164,-,3.682185412,K562
20389,chr1,185297819,185297900,-,13.33073892,K562
20390,chr1,185297900,185297970,-,13.07328208,K562
5227,chr3,185631041,185631083,+,3.693916752,HepG2
5229,chr3,186046438,186046505,-,8.793443956,HepG2
5231,chr3,186046583,186046650,-,5.640136071,HepG2
5230,chr3,186046446,186046496,-,3.917588427,HepG2
5228,chr3,186046365,186046395,-,4.269339392,HepG2
37066,chr2,186506734,186506793,+,7.530451455,K562
28697,chr4,186588087,186588129,-,6.647382247,HepG2
28703,chr4,186589109,186589153,-,4.937746775,HepG2
28721,chr4,186588972,186589006,-,4.007253545,HepG2
5499,chr3,187043069,187043146,+,5.591824335,HepG2
5289,chr3,187043176,187043271,+,8.871258665,HepG2
5342,chr3,187731763,187731804,-,4.01631793,HepG2
37079,chr2,190933848,190933892,+,4.739795003,HepG2
20401,chr1,193091430,193091468,+,5.03695252,K562
20407,chr1,193253389,193253430,+,3.199661376,HepG2
5371,chr3,194136394,194136450,+,7.18917782,HepG2
5372,chr3,194340513,194340557,-,3.199661376,HepG2
37083,chr2,195680763,195680816,+,3.504713402,HepG2
5389,chr3,195908766,195908817,-,4.661830076,K562
5445,chr3,196353141,196353167,-,3.693916752,HepG2
5442,chr3,196347758,196347850,-,11.53692204,K562
5443,chr3,196347761,196347838,-,7.061832456,K562
5444,chr3,196353133,196353141,-,3.693916752,HepG2
5450,chr3,196806630,196806668,+,3.536314955,HepG2
5451,chr3,196830471,196830530,+,4.396348092,K562
5452,chr3,196943356,196943405,+,3.36069115,K562
5456,chr3,197782410,197782449,+,3.96221267,HepG2
20411,chr1,198320318,198320350,+,3.545634347,K562
20410,chr1,198319803,198319887,+,7.200645664,K562
37136,chr2,199926078,199926173,+,6.115291843,K562
37145,chr2,200858059,200858093,-,4.396348092,K562
37148,chr2,201136897,201136984,+,3.991571025,K562
37149,chr2,201164372,201164441,+,4.619541281,K562
20459,chr1,202941170,202941228,-,4.007253545,HepG2
20483,chr1,203308430,203308522,+,4.007253545,HepG2
20484,chr1,203308464,203308528,+,6.327809749,HepG2
20476,chr1,203307794,203307839,+,7.566486339,K562
20477,chr1,203307961,203308003,+,3.540116796,K562
20478,chr1,203307966,203307997,+,4.308259517,K562
20481,chr1,203308145,203308186,+,3.693916752,HepG2
20482,chr1,203308217,203308272,+,7.901234481,K562
20474,chr1,203307743,203307794,+,7.197653256,K562
20480,chr1,203308128,203308217,+,11.48124924,K562
20485,chr1,203309002,203309052,+,3.199661376,HepG2
20475,chr1,203307770,203307792,+,3.424169967,K562
20479,chr1,203308127,203308209,+,7.235175302,K562
20527,chr1,205718140,205718216,-,14.14996061,K562
20523,chr1,205713350,205713389,-,12.21798628,K562
20526,chr1,205714217,205714259,-,5.577359118,HepG2
20525,chr1,205714216,205714264,-,5.018185287,HepG2
20524,chr1,205713389,205713453,-,22.94458344,K562
20522,chr1,205713303,205713346,-,10.4184144,K562
