chromosome,start_coord,end_coord,peak_id,strand,RBP_name,experiment_method,sample_or_tissue_used,accession_of_raw_data,confidence_score
chr15,28217097,28217197,human_RBP_eCLIP_ENCODE_612674,-,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr15,28235443,28235451,human_RBP_eCLIP_ENCODE_620576,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,28235451,28235480,human_RBP_eCLIP_ENCODE_620577,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,28914779,28914823,human_RBP_eCLIP_ENCODE_607350,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr15,29268483,29268551,human_RBP_eCLIP_ENCODE_607351,-,DDX6,eCLIP,K562,ENCODE,4.68198260245994
chr15,29268793,29268846,human_RBP_eCLIP_ENCODE_620578,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,29700503,29700553,human_RBP_eCLIP_ENCODE_620579,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr15,29725336,29725412,human_RBP_eCLIP_ENCODE_616666,-,DDX6,eCLIP,HepG2,ENCODE,4.00725354453283
chr15,31337168,31337207,human_RBP_eCLIP_ENCODE_620580,+,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr15,31373643,31373714,human_RBP_eCLIP_ENCODE_620581,+,DDX6,eCLIP,HepG2,ENCODE,5.34046723164773
chr15,31374022,31374083,human_RBP_eCLIP_ENCODE_607352,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr15,32636364,32636405,human_RBP_eCLIP_ENCODE_620582,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,32636430,32636467,human_RBP_eCLIP_ENCODE_620583,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,32638077,32638123,human_RBP_eCLIP_ENCODE_620584,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,34230009,34230123,human_RBP_eCLIP_ENCODE_612675,+,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr15,34360121,34360184,human_RBP_eCLIP_ENCODE_607353,-,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr15,34424083,34424137,human_RBP_eCLIP_ENCODE_607354,-,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr15,34546264,34546295,human_RBP_eCLIP_ENCODE_620585,-,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr15,34856537,34856712,human_RBP_eCLIP_ENCODE_612676,-,DDX6,eCLIP,K562,ENCODE,8.24800935947019
chr15,34978378,34978469,human_RBP_eCLIP_ENCODE_607355,-,DDX6,eCLIP,K562,ENCODE,10.7460565373307
chr15,34978760,34978822,human_RBP_eCLIP_ENCODE_612677,-,DDX6,eCLIP,K562,ENCODE,6.93619244175204
chr15,34978872,34978916,human_RBP_eCLIP_ENCODE_612678,-,DDX6,eCLIP,K562,ENCODE,4.30825951733495
chr15,34979045,34979061,human_RBP_eCLIP_ENCODE_607356,-,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr15,34979613,34979679,human_RBP_eCLIP_ENCODE_607357,-,DDX6,eCLIP,K562,ENCODE,15.994176246971
chr15,35121895,35121937,human_RBP_eCLIP_ENCODE_620586,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,36692171,36692175,human_RBP_eCLIP_ENCODE_620587,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,36697322,36697330,human_RBP_eCLIP_ENCODE_620588,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,36697330,36697358,human_RBP_eCLIP_ENCODE_620589,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,38465269,38465316,human_RBP_eCLIP_ENCODE_607358,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr15,38484487,38484591,human_RBP_eCLIP_ENCODE_612679,+,DDX6,eCLIP,K562,ENCODE,17.8225154453737
chr15,38484490,38484537,human_RBP_eCLIP_ENCODE_607359,+,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr15,38486061,38486113,human_RBP_eCLIP_ENCODE_612681,+,DDX6,eCLIP,K562,ENCODE,4.73459910338093
chr15,39581895,39581924,human_RBP_eCLIP_ENCODE_620590,+,DDX6,eCLIP,HepG2,ENCODE,5.52910138592038
chr15,39582192,39582197,human_RBP_eCLIP_ENCODE_620591,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,39582418,39582459,human_RBP_eCLIP_ENCODE_620592,+,DDX6,eCLIP,HepG2,ENCODE,3.18944873542402
chr15,39583987,39584020,human_RBP_eCLIP_ENCODE_620594,+,DDX6,eCLIP,HepG2,ENCODE,6.32780974881175
chr15,39584080,39584148,human_RBP_eCLIP_ENCODE_616668,+,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr15,39587346,39587361,human_RBP_eCLIP_ENCODE_620596,+,DDX6,eCLIP,HepG2,ENCODE,3.18944873542402
chr15,39588041,39588087,human_RBP_eCLIP_ENCODE_620597,+,DDX6,eCLIP,HepG2,ENCODE,5.34046723164773
chr15,39593415,39593456,human_RBP_eCLIP_ENCODE_620598,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr15,39595448,39595508,human_RBP_eCLIP_ENCODE_620599,+,DDX6,eCLIP,HepG2,ENCODE,8.59795693763769
chr15,39595958,39595980,human_RBP_eCLIP_ENCODE_620600,+,DDX6,eCLIP,HepG2,ENCODE,8.70471885888315
chr15,39596108,39596126,human_RBP_eCLIP_ENCODE_620601,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr15,39596402,39596481,human_RBP_eCLIP_ENCODE_620602,+,DDX6,eCLIP,HepG2,ENCODE,15.5603821867517
chr15,39596515,39596575,human_RBP_eCLIP_ENCODE_616669,+,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr15,39596961,39596970,human_RBP_eCLIP_ENCODE_620603,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr15,39597299,39597332,human_RBP_eCLIP_ENCODE_620604,+,DDX6,eCLIP,HepG2,ENCODE,11.2621398047889
chr15,40035176,40035220,human_RBP_eCLIP_ENCODE_616670,+,DDX6,eCLIP,HepG2,ENCODE,3.0169109376207
chr15,40091565,40091595,human_RBP_eCLIP_ENCODE_620605,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,40105983,40106065,human_RBP_eCLIP_ENCODE_616671,-,DDX6,eCLIP,HepG2,ENCODE,5.21562109990389
chr15,40185294,40185352,human_RBP_eCLIP_ENCODE_620606,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr15,40220979,40221022,human_RBP_eCLIP_ENCODE_607361,+,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr15,40221022,40221080,human_RBP_eCLIP_ENCODE_607362,+,DDX6,eCLIP,K562,ENCODE,5.04679940547818
chr15,40420239,40420288,human_RBP_eCLIP_ENCODE_620607,+,DDX6,eCLIP,HepG2,ENCODE,5.34046723164773
chr15,40467765,40467817,human_RBP_eCLIP_ENCODE_612682,+,DDX6,eCLIP,K562,ENCODE,3.95762061402504
chr15,40467817,40467864,human_RBP_eCLIP_ENCODE_612683,+,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr15,40468074,40468128,human_RBP_eCLIP_ENCODE_607364,+,DDX6,eCLIP,K562,ENCODE,4.68198260245994
chr15,40468075,40468153,human_RBP_eCLIP_ENCODE_612684,+,DDX6,eCLIP,K562,ENCODE,9.3345046569219
chr15,40553881,40553937,human_RBP_eCLIP_ENCODE_607365,-,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr15,40569770,40569866,human_RBP_eCLIP_ENCODE_612685,+,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr15,40767516,40767641,human_RBP_eCLIP_ENCODE_612686,+,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr15,40807702,40807824,human_RBP_eCLIP_ENCODE_612687,+,DDX6,eCLIP,K562,ENCODE,7.17398814215028
chr15,40807712,40807792,human_RBP_eCLIP_ENCODE_607366,+,DDX6,eCLIP,K562,ENCODE,5.26676179593844
chr15,41281480,41281529,human_RBP_eCLIP_ENCODE_620608,+,DDX6,eCLIP,HepG2,ENCODE,5.01818528745842
chr15,41281627,41281676,human_RBP_eCLIP_ENCODE_612688,+,DDX6,eCLIP,K562,ENCODE,5.76643967344247
chr15,41288943,41288979,human_RBP_eCLIP_ENCODE_612689,+,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr15,41300656,41300698,human_RBP_eCLIP_ENCODE_620609,+,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr15,41302108,41302197,human_RBP_eCLIP_ENCODE_616672,+,DDX6,eCLIP,HepG2,ENCODE,4.00725354453283
chr15,41302905,41302940,human_RBP_eCLIP_ENCODE_620610,+,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr15,41303815,41303865,human_RBP_eCLIP_ENCODE_620611,+,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr15,41380829,41380897,human_RBP_eCLIP_ENCODE_607367,+,DDX6,eCLIP,K562,ENCODE,6.01312901616134
chr15,41417688,41417766,human_RBP_eCLIP_ENCODE_607368,+,DDX6,eCLIP,K562,ENCODE,4.62886561260517
chr15,41481319,41481343,human_RBP_eCLIP_ENCODE_607369,+,DDX6,eCLIP,K562,ENCODE,6.50082516459459
chr15,41481343,41481369,human_RBP_eCLIP_ENCODE_607370,+,DDX6,eCLIP,K562,ENCODE,6.45759774961657
chr15,41621719,41621749,human_RBP_eCLIP_ENCODE_620612,+,DDX6,eCLIP,HepG2,ENCODE,4.73979500349767
chr15,41713331,41713377,human_RBP_eCLIP_ENCODE_620613,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,41766359,41766388,human_RBP_eCLIP_ENCODE_620614,+,DDX6,eCLIP,HepG2,ENCODE,3.18944873542402
chr15,41767473,41767518,human_RBP_eCLIP_ENCODE_616673,+,DDX6,eCLIP,HepG2,ENCODE,4.64091123543591
chr15,41769505,41769551,human_RBP_eCLIP_ENCODE_616674,+,DDX6,eCLIP,HepG2,ENCODE,3.51154263864523
chr15,42160146,42160201,human_RBP_eCLIP_ENCODE_607371,-,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr15,42491016,42491061,human_RBP_eCLIP_ENCODE_620615,-,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr15,42872659,42872736,human_RBP_eCLIP_ENCODE_612690,-,DDX6,eCLIP,K562,ENCODE,3.54563434727899
chr15,43330264,43330302,human_RBP_eCLIP_ENCODE_620616,-,DDX6,eCLIP,HepG2,ENCODE,5.34046723164773
chr15,43358852,43358894,human_RBP_eCLIP_ENCODE_620617,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,43658897,43658974,human_RBP_eCLIP_ENCODE_607372,-,DDX6,eCLIP,K562,ENCODE,4.10589548581183
chr15,43658974,43659045,human_RBP_eCLIP_ENCODE_607373,-,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr15,43771246,43771350,human_RBP_eCLIP_ENCODE_612691,+,DDX6,eCLIP,K562,ENCODE,35.2474061442109
chr15,43771298,43771346,human_RBP_eCLIP_ENCODE_616675,+,DDX6,eCLIP,HepG2,ENCODE,13.1705482705515
chr15,43771423,43771512,human_RBP_eCLIP_ENCODE_616676,+,DDX6,eCLIP,HepG2,ENCODE,15.6358431438775
chr15,43771436,43771494,human_RBP_eCLIP_ENCODE_612692,+,DDX6,eCLIP,K562,ENCODE,24.6356366453843
chr15,43771438,43771528,human_RBP_eCLIP_ENCODE_607374,+,DDX6,eCLIP,K562,ENCODE,25.4129628822565
chr15,43771494,43771541,human_RBP_eCLIP_ENCODE_612693,+,DDX6,eCLIP,K562,ENCODE,20.3386322447088
chr15,43771496,43771530,human_RBP_eCLIP_ENCODE_620618,+,DDX6,eCLIP,HepG2,ENCODE,5.32198595020629
chr15,43793017,43793083,human_RBP_eCLIP_ENCODE_612694,+,DDX6,eCLIP,K562,ENCODE,30.122784198573
chr15,43793910,43793962,human_RBP_eCLIP_ENCODE_620619,+,DDX6,eCLIP,HepG2,ENCODE,66.9735484542618
chr15,43793962,43793988,human_RBP_eCLIP_ENCODE_620620,+,DDX6,eCLIP,HepG2,ENCODE,10.7148010755148
chr15,44427681,44427754,human_RBP_eCLIP_ENCODE_616677,+,DDX6,eCLIP,HepG2,ENCODE,3.0169109376207
chr15,44561042,44561109,human_RBP_eCLIP_ENCODE_612695,+,DDX6,eCLIP,K562,ENCODE,6.5540744754426
chr15,44717661,44717707,human_RBP_eCLIP_ENCODE_620621,+,DDX6,eCLIP,HepG2,ENCODE,14.0433650017075
chr15,44717758,44717834,human_RBP_eCLIP_ENCODE_620622,+,DDX6,eCLIP,HepG2,ENCODE,9.09318911152798
chr15,44717940,44718021,human_RBP_eCLIP_ENCODE_616678,+,DDX6,eCLIP,HepG2,ENCODE,7.01447024168368
chr15,44717948,44718023,human_RBP_eCLIP_ENCODE_620623,+,DDX6,eCLIP,HepG2,ENCODE,7.71033748224123
chr15,44718086,44718115,human_RBP_eCLIP_ENCODE_620624,+,DDX6,eCLIP,HepG2,ENCODE,4.73979500349767
chr15,45073504,45073587,human_RBP_eCLIP_ENCODE_612696,+,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr15,45073517,45073595,human_RBP_eCLIP_ENCODE_607375,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr15,45170088,45170130,human_RBP_eCLIP_ENCODE_620625,-,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr15,48342286,48342362,human_RBP_eCLIP_ENCODE_607376,+,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr15,48342290,48342372,human_RBP_eCLIP_ENCODE_612697,+,DDX6,eCLIP,K562,ENCODE,7.19765325580509
chr15,48991004,48991130,human_RBP_eCLIP_ENCODE_612698,-,DDX6,eCLIP,K562,ENCODE,3.95762061402504
chr15,50560351,50560427,human_RBP_eCLIP_ENCODE_612699,-,DDX6,eCLIP,K562,ENCODE,9.3345046569219
chr15,51911857,51911981,human_RBP_eCLIP_ENCODE_607378,+,DDX6,eCLIP,K562,ENCODE,4.2271941634787
chr15,51971386,51971425,human_RBP_eCLIP_ENCODE_620626,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,52021255,52021321,human_RBP_eCLIP_ENCODE_612700,+,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr15,52065750,52065802,human_RBP_eCLIP_ENCODE_616679,+,DDX6,eCLIP,HepG2,ENCODE,6.37471626282175
chr15,52066193,52066235,human_RBP_eCLIP_ENCODE_612701,+,DDX6,eCLIP,K562,ENCODE,3.95762061402504
chr15,52551228,52551305,human_RBP_eCLIP_ENCODE_616680,-,DDX6,eCLIP,HepG2,ENCODE,5.05033725424431
chr15,52551798,52551847,human_RBP_eCLIP_ENCODE_620627,-,DDX6,eCLIP,HepG2,ENCODE,3.55428108964201
chr15,52551798,52551856,human_RBP_eCLIP_ENCODE_612702,-,DDX6,eCLIP,K562,ENCODE,7.3266933455178
chr15,52678876,52678950,human_RBP_eCLIP_ENCODE_612703,-,DDX6,eCLIP,K562,ENCODE,4.66119362195847
chr15,52678897,52678946,human_RBP_eCLIP_ENCODE_607379,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr15,52757579,52757628,human_RBP_eCLIP_ENCODE_616681,-,DDX6,eCLIP,HepG2,ENCODE,5.21562109990389
chr15,52789932,52789985,human_RBP_eCLIP_ENCODE_616682,-,DDX6,eCLIP,HepG2,ENCODE,5.56776674849712
chr15,55611654,55611716,human_RBP_eCLIP_ENCODE_616683,-,DDX6,eCLIP,HepG2,ENCODE,4.52966126028167
chr15,55611671,55611715,human_RBP_eCLIP_ENCODE_620630,-,DDX6,eCLIP,HepG2,ENCODE,5.77984979267016
chr15,56091625,56091676,human_RBP_eCLIP_ENCODE_620631,-,DDX6,eCLIP,HepG2,ENCODE,6.32780974881175
chr15,56092037,56092076,human_RBP_eCLIP_ENCODE_620632,-,DDX6,eCLIP,HepG2,ENCODE,3.18944873542402
chr15,56092613,56092649,human_RBP_eCLIP_ENCODE_620633,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr15,56098122,56098188,human_RBP_eCLIP_ENCODE_620634,-,DDX6,eCLIP,HepG2,ENCODE,3.88231052433895
chr15,56098273,56098343,human_RBP_eCLIP_ENCODE_620635,-,DDX6,eCLIP,HepG2,ENCODE,5.34046723164773
chr15,56984251,56984370,human_RBP_eCLIP_ENCODE_607380,+,DDX6,eCLIP,K562,ENCODE,5.92084264080577
chr15,56984289,56984341,human_RBP_eCLIP_ENCODE_616684,+,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr15,57031914,57031955,human_RBP_eCLIP_ENCODE_620636,+,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr15,57715620,57715663,human_RBP_eCLIP_ENCODE_620637,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,58595655,58595712,human_RBP_eCLIP_ENCODE_620638,-,DDX6,eCLIP,HepG2,ENCODE,3.55428108964201
chr15,58597227,58597286,human_RBP_eCLIP_ENCODE_620639,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr15,58747370,58747465,human_RBP_eCLIP_ENCODE_612705,-,DDX6,eCLIP,K562,ENCODE,5.01801988705361
chr15,58879473,58879545,human_RBP_eCLIP_ENCODE_612706,-,DDX6,eCLIP,K562,ENCODE,3.80511978389296
chr15,58879643,58879690,human_RBP_eCLIP_ENCODE_620640,-,DDX6,eCLIP,HepG2,ENCODE,3.88231052433895
chr15,59123529,59123587,human_RBP_eCLIP_ENCODE_612707,+,DDX6,eCLIP,K562,ENCODE,4.73459910338093
chr15,59619720,59619730,human_RBP_eCLIP_ENCODE_620641,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,59619730,59619761,human_RBP_eCLIP_ENCODE_620642,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,60397207,60397245,human_RBP_eCLIP_ENCODE_620643,-,DDX6,eCLIP,HepG2,ENCODE,4.73979500349767
chr15,60495755,60495797,human_RBP_eCLIP_ENCODE_620644,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,62060054,62060062,human_RBP_eCLIP_ENCODE_620645,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,62060062,62060088,human_RBP_eCLIP_ENCODE_620646,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,64072921,64072969,human_RBP_eCLIP_ENCODE_612709,-,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr15,64155888,64155946,human_RBP_eCLIP_ENCODE_612710,-,DDX6,eCLIP,K562,ENCODE,8.60192677021599
chr15,64162096,64162144,human_RBP_eCLIP_ENCODE_612711,-,DDX6,eCLIP,K562,ENCODE,6.5208269259196
chr15,64359589,64359632,human_RBP_eCLIP_ENCODE_620647,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,64365930,64366002,human_RBP_eCLIP_ENCODE_620648,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,64460748,64460785,human_RBP_eCLIP_ENCODE_612712,+,DDX6,eCLIP,K562,ENCODE,8.25079497678186
chr15,64461270,64461310,human_RBP_eCLIP_ENCODE_612713,+,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr15,64499682,64499728,human_RBP_eCLIP_ENCODE_620649,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,64681313,64681367,human_RBP_eCLIP_ENCODE_616687,+,DDX6,eCLIP,HepG2,ENCODE,4.07029810867393
chr15,64683328,64683389,human_RBP_eCLIP_ENCODE_620650,+,DDX6,eCLIP,HepG2,ENCODE,7.13422625920399
chr15,64687587,64687662,human_RBP_eCLIP_ENCODE_612714,-,DDX6,eCLIP,K562,ENCODE,18.6776512634411
chr15,64687607,64687659,human_RBP_eCLIP_ENCODE_620651,-,DDX6,eCLIP,HepG2,ENCODE,6.17462068988478
chr15,64688226,64688278,human_RBP_eCLIP_ENCODE_612715,-,DDX6,eCLIP,K562,ENCODE,7.52022320780706
chr15,64688230,64688284,human_RBP_eCLIP_ENCODE_607381,-,DDX6,eCLIP,K562,ENCODE,13.5090868416891
chr15,64688328,64688414,human_RBP_eCLIP_ENCODE_612716,-,DDX6,eCLIP,K562,ENCODE,8.91140327173725
chr15,64688329,64688420,human_RBP_eCLIP_ENCODE_607382,-,DDX6,eCLIP,K562,ENCODE,23.9558131492326
chr15,64688611,64688653,human_RBP_eCLIP_ENCODE_607383,-,DDX6,eCLIP,K562,ENCODE,5.34788154804877
chr15,64823028,64823068,human_RBP_eCLIP_ENCODE_620652,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,64963058,64963065,human_RBP_eCLIP_ENCODE_620653,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,64963065,64963087,human_RBP_eCLIP_ENCODE_620654,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,65118528,65118587,human_RBP_eCLIP_ENCODE_620655,-,DDX6,eCLIP,HepG2,ENCODE,4.59432211091739
chr15,65118745,65118788,human_RBP_eCLIP_ENCODE_620656,-,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr15,65155691,65155753,human_RBP_eCLIP_ENCODE_612717,-,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr15,65185249,65185332,human_RBP_eCLIP_ENCODE_612718,-,DDX6,eCLIP,K562,ENCODE,6.88193377828599
chr15,65185284,65185327,human_RBP_eCLIP_ENCODE_607384,-,DDX6,eCLIP,K562,ENCODE,4.90722077511627
chr15,65375302,65375352,human_RBP_eCLIP_ENCODE_620657,-,DDX6,eCLIP,HepG2,ENCODE,3.18944873542402
chr15,65377497,65377540,human_RBP_eCLIP_ENCODE_620658,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,65877345,65877394,human_RBP_eCLIP_ENCODE_616688,+,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr15,65887830,65887894,human_RBP_eCLIP_ENCODE_612719,+,DDX6,eCLIP,K562,ENCODE,10.7508016426089
chr15,65887832,65887897,human_RBP_eCLIP_ENCODE_607385,+,DDX6,eCLIP,K562,ENCODE,6.01312901616134
chr15,65887909,65887951,human_RBP_eCLIP_ENCODE_612720,+,DDX6,eCLIP,K562,ENCODE,6.56417155419305
chr15,65888091,65888140,human_RBP_eCLIP_ENCODE_612721,+,DDX6,eCLIP,K562,ENCODE,4.99670580695349
chr15,65889077,65889128,human_RBP_eCLIP_ENCODE_616689,+,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr15,65889295,65889373,human_RBP_eCLIP_ENCODE_607386,+,DDX6,eCLIP,K562,ENCODE,5.58221685580553
chr15,66386989,66387111,human_RBP_eCLIP_ENCODE_607387,+,DDX6,eCLIP,K562,ENCODE,8.35634946849072
chr15,66387010,66387092,human_RBP_eCLIP_ENCODE_612722,+,DDX6,eCLIP,K562,ENCODE,6.93619244175204
chr15,66490804,66490864,human_RBP_eCLIP_ENCODE_607388,+,DDX6,eCLIP,K562,ENCODE,4.36779809540471
chr15,66491141,66491180,human_RBP_eCLIP_ENCODE_607389,+,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr15,66491266,66491305,human_RBP_eCLIP_ENCODE_607390,+,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr15,66491353,66491456,human_RBP_eCLIP_ENCODE_612723,+,DDX6,eCLIP,K562,ENCODE,6.46627203401885
chr15,66549313,66549402,human_RBP_eCLIP_ENCODE_607393,+,DDX6,eCLIP,K562,ENCODE,5.72103661691447
chr15,66702722,66702786,human_RBP_eCLIP_ENCODE_616690,+,DDX6,eCLIP,HepG2,ENCODE,5.79373340204452
chr15,67010058,67010105,human_RBP_eCLIP_ENCODE_616691,-,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr15,67033809,67033862,human_RBP_eCLIP_ENCODE_616692,-,DDX6,eCLIP,HepG2,ENCODE,5.09885337083503
chr15,67071298,67071343,human_RBP_eCLIP_ENCODE_620659,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,67079613,67079674,human_RBP_eCLIP_ENCODE_620660,+,DDX6,eCLIP,HepG2,ENCODE,4.59432211091739
chr15,67098881,67098933,human_RBP_eCLIP_ENCODE_620661,+,DDX6,eCLIP,HepG2,ENCODE,3.55428108964201
chr15,67173900,67173970,human_RBP_eCLIP_ENCODE_620662,+,DDX6,eCLIP,HepG2,ENCODE,5.01818528745842
chr15,67191636,67191704,human_RBP_eCLIP_ENCODE_607394,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr15,67202073,67202121,human_RBP_eCLIP_ENCODE_612725,-,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr15,68188251,68188329,human_RBP_eCLIP_ENCODE_620663,+,DDX6,eCLIP,HepG2,ENCODE,7.57558932201589
chr15,68207245,68207300,human_RBP_eCLIP_ENCODE_620664,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr15,68207491,68207576,human_RBP_eCLIP_ENCODE_620665,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr15,68207971,68208034,human_RBP_eCLIP_ENCODE_607395,-,DDX6,eCLIP,K562,ENCODE,7.7992323758282
chr15,68294984,68295031,human_RBP_eCLIP_ENCODE_620666,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr15,68295027,68295072,human_RBP_eCLIP_ENCODE_616693,+,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr15,68295241,68295304,human_RBP_eCLIP_ENCODE_616694,+,DDX6,eCLIP,HepG2,ENCODE,3.51154263864523
chr15,68295427,68295536,human_RBP_eCLIP_ENCODE_607396,+,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr15,68779810,68779855,human_RBP_eCLIP_ENCODE_620667,-,DDX6,eCLIP,HepG2,ENCODE,4.26933939226396
chr15,68779989,68780045,human_RBP_eCLIP_ENCODE_607397,-,DDX6,eCLIP,K562,ENCODE,10.0205199159607
chr15,68817949,68817982,human_RBP_eCLIP_ENCODE_612726,-,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr15,68818336,68818384,human_RBP_eCLIP_ENCODE_607398,+,DDX6,eCLIP,K562,ENCODE,4.62886561260517
chr15,68818692,68818729,human_RBP_eCLIP_ENCODE_607399,-,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr15,68818930,68818970,human_RBP_eCLIP_ENCODE_612727,-,DDX6,eCLIP,K562,ENCODE,3.54563434727899
chr15,68819679,68819741,human_RBP_eCLIP_ENCODE_607400,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr15,68820030,68820087,human_RBP_eCLIP_ENCODE_612728,-,DDX6,eCLIP,K562,ENCODE,3.54563434727899
chr15,68820394,68820479,human_RBP_eCLIP_ENCODE_612729,-,DDX6,eCLIP,K562,ENCODE,4.30825951733495
chr15,70048562,70048621,human_RBP_eCLIP_ENCODE_612730,-,DDX6,eCLIP,K562,ENCODE,6.5208269259196
chr15,70049360,70049423,human_RBP_eCLIP_ENCODE_607401,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr15,70049471,70049512,human_RBP_eCLIP_ENCODE_620668,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,70089331,70089338,human_RBP_eCLIP_ENCODE_620669,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr15,70097565,70097647,human_RBP_eCLIP_ENCODE_607402,-,DDX6,eCLIP,K562,ENCODE,5.91779323677599
